lender,lender_city,lender_state,do_code,sba_do_name,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
Gulf Coast Bank and Trust Company,New Orleans,LA,156,CONNECTICUT DISTRICT OFFICE,1,312000,234000,312000.0,75.0
Bank of Newington,Newington,GA,405,GEORGIA DISTRICT OFFICE,1,312000,234000,312000.0,75.0
Pinnacle Bank,Nashville,TN,811,COLORADO DISTRICT OFFICE,1,310000,232500,310000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,341,DELAWARE DISTRICT OFFICE,3,310000,155000,103333.33,50.0
"LendingClub Bank, National Association",Lehi,UT,202,NEW YORK DISTRICT OFFICE,1,309000,231750,309000.0,75.0
Citizens Bank,Elizabethton,TN,459,ALABAMA DISTRICT OFFICE,1,308600,231450,308600.0,75.0
5Star Bank,Colorado Springs,CO,811,COLORADO DISTRICT OFFICE,2,308300,218725,154150.0,70.95
Commercial Bank & Trust Company,Monticello,AR,669,ARKANSAS DISTRICT OFFICE,1,307700,230775,307700.0,75.0
Old National Bank,Evansville,IN,373,BALTIMORE DISTRICT OFFICE,1,307700,230775,307700.0,75.0
Customers Bank,Malvern,PA,883,UTAH DISTRICT OFFICE,1,307000,230250,307000.0,75.0
Commerce Bank,Kansas City,MO,767,WICHITA DISTRICT OFFICE,4,306800,182030,76700.0,59.33
CrossFirst Bank,Leawood,KS,768,ST. LOUIS DISTRICT OFFICE,1,305000,228750,305000.0,75.0
Sturgis Bank & Trust Company,Sturgis,MI,515,MICHIGAN DISTRICT OFFICE,1,305000,228750,305000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,172,MAINE DISTRICT OFFICE,3,305000,259250,101666.67,85.0
Magnifi Financial CU,Melrose,MN,811,COLORADO DISTRICT OFFICE,1,304500,228375,304500.0,75.0
First Commonwealth FCU,Allentown,PA,303,PHILADELPHIA DISTRICT OFFICE,1,304500,228375,304500.0,75.0
22nd State Bank,Louisville,AL,189,NEW HAMPSHIRE DISTRICT OFFICE,1,304000,228000,304000.0,75.0
"First Financial Bank, National Association",Terre Haute,IN,460,NORTH CAROLINA DISTRICT OFFICE,1,303900,151950,303900.0,50.0
First Chatham Bank,Savannah,GA,189,NEW HAMPSHIRE DISTRICT OFFICE,1,303400,227550,303400.0,75.0
Encore Bank,Little Rock,AR,455,SOUTH FLORIDA DISTRICT OFFICE,1,301900,226425,301900.0,75.0
FWBank,Chicago,IL,768,ST. LOUIS DISTRICT OFFICE,1,300600,225450,300600.0,75.0
"Zions Bank, A Division of",Salt Lake City,UT,942,FRESNO DISTRICT OFFICE,3,300500,236425,100166.67,78.68
West Town Bank & Trust,North Riverside,IL,671,HOUSTON DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Arbor Bank,Nebraska City,NE,709,KANSAS CITY DISTRICT OFFICE,1,300000,150000,300000.0,50.0
"VelocitySBA, LLC",Costa Mesa,CA,202,NEW YORK DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Pillar Bank,Baldwin,WI,563,WISCONSIN DISTRICT OFFICE,1,300000,150000,300000.0,50.0
Hawthorn Bank,Jefferson City,MO,474,TENNESSEE DISTRICT OFFICE,1,300000,150000,300000.0,50.0
"Lendistry SBLC, LLC",Los Angeles,CA,296,BUFFALO DISTRICT OFFICE,2,300000,255000,150000.0,85.0
Old National Bank,Evansville,IN,944,NEVADA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
First Chatham Bank,Savannah,GA,172,MAINE DISTRICT OFFICE,1,300000,225000,300000.0,75.0
East West Bank,Pasadena,CA,671,HOUSTON DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Open Bank,Los Angeles,CA,897,WYOMING DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Berkshire Bank,Pittsfield,MA,165,RHODE ISLAND DISTRICT OFFICE,1,300000,150000,300000.0,50.0
"Bank of America, National Association",Charlotte,NC,189,NEW HAMPSHIRE DISTRICT OFFICE,2,300000,150000,150000.0,50.0
"Zions Bank, A Division of",Salt Lake City,UT,682,NEW MEXICO DISTRICT OFFICE,2,300000,255000,150000.0,85.0
"Lendistry SBLC, LLC",Los Angeles,CA,457,KENTUCKY DISTRICT OFFICE,2,300000,255000,150000.0,85.0
KeyPoint CU,San Jose,CA,920,SANTA ANA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Bank of the Pacific,Aberdeen,WA,1086,PORTLAND DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Country Bank for Savings,Ware,MA,101,MASSACHUSETTS DISTRICT OFFICE,1,300000,225000,300000.0,75.0
KeyBank National Association,Cleveland,OH,988,ARIZONA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Southern Bancorp Bank,Arkadelphia,AR,920,SANTA ANA DISTRICT OFFICE,1,300000,150000,300000.0,50.0
"Capital Bank, National Association",Rockville,MD,593,COLUMBUS DISTRICT OFFICE,1,300000,150000,300000.0,50.0
First Northern Bank of Wyoming,Buffalo,WY,897,WYOMING DISTRICT OFFICE,1,300000,225000,300000.0,75.0
LINKBANK,Camp Hill,PA,303,PHILADELPHIA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
InBank,Raton,NM,885,MONTANA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Summit Bank,Eugene,OR,988,ARIZONA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
"Heritage Bank, Inc.",Burlington,KY,768,ST. LOUIS DISTRICT OFFICE,2,300000,255000,150000.0,85.0
Valliance Bank,Oklahoma City,OK,680,OKLAHOMA DISTRICT OFFICE,1,300000,150000,300000.0,50.0
Burke & Herbert Bank & Trust Company,Alexandria,VA,304,RICHMOND DISTRICT OFFICE,1,300000,225000,300000.0,75.0
First State Bank Nebraska,Lincoln,NE,464,SOUTH CAROLINA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,390,WEST VIRGINIA DISTRICT OFFICE,3,300000,255000,100000.0,85.0
First IC Bank,Doraville,GA,914,LOS ANGELES DISTRICT OFFICE,1,300000,225000,300000.0,75.0
BMO Bank National Association,Chicago,IL,944,NEVADA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Coastal Carolina National Bank,Myrtle Beach,SC,464,SOUTH CAROLINA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
"TD Bank, National Association",Wilmington,DE,811,COLORADO DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Colony Bank,Fitzgerald,GA,248,SYRACUSE DISTRICT OFFICE,2,300000,255000,150000.0,85.0
Genesee Regional Bank,Rochester,NY,491,NORTH FLORIDA DISTRICT OFFICE,1,300000,150000,300000.0,50.0
High Point Federal Credit Union,Olean,NY,296,BUFFALO DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Bankwell Bank,New Canaan,CT,681,SAN ANTONIO DISTRICT OFFICE,1,300000,225000,300000.0,75.0
First Central Savings Bank,Glen Cove,NY,202,NEW YORK DISTRICT OFFICE,2,300000,202500,150000.0,67.5
"Institute Capital, Inc.",Durham,NC,464,SOUTH CAROLINA DISTRICT OFFICE,1,300000,225000,300000.0,75.0
PCB Bank,Los Angeles,CA,373,BALTIMORE DISTRICT OFFICE,1,300000,225000,300000.0,75.0
Frankenmuth CU,Frankenmuth,MI,515,MICHIGAN DISTRICT OFFICE,2,300000,150000,150000.0,50.0
Highmark FCU,Rapid City,SD,876,SOUTH DAKOTA DISTRICT OFFICE,3,300000,185000,100000.0,61.67
United FCU,Saint Joseph,MI,515,MICHIGAN DISTRICT OFFICE,1,298000,223500,298000.0,75.0
"U.S. Bank, National Association",Cincinnati,OH,677,EL PASO DISTRICT OFFICE,2,297600,216950,148800.0,72.9
Spokane Teachers CU,Liberty Lake,WA,1013,SEATTLE DISTRICT OFFICE,1,297500,223125,297500.0,75.0
First Chatham Bank,Savannah,GA,931,SACRAMENTO DISTRICT OFFICE,1,297000,222750,297000.0,75.0
Encore Bank,Little Rock,AR,681,SAN ANTONIO DISTRICT OFFICE,1,296200,222150,296200.0,75.0
Georgia Community Bank,Albany,GA,405,GEORGIA DISTRICT OFFICE,1,296000,222000,296000.0,75.0
Comerica Bank,Dallas,TX,942,FRESNO DISTRICT OFFICE,2,295000,147500,147500.0,50.0
"CRF Small Business Loan Company, LLC",Minneapolis,MN,1086,PORTLAND DISTRICT OFFICE,1,295000,221250,295000.0,75.0
Bank Five Nine,Oconomowoc,WI,883,UTAH DISTRICT OFFICE,2,295000,250750,147500.0,85.0
Elevate Bank National Association,Sedan,KS,507,ILLINOIS DISTRICT OFFICE,1,294800,221100,294800.0,75.0
Eagle Rock Bank,Rochester,MN,508,MINNESOTA DISTRICT OFFICE,1,294800,221100,294800.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,709,KANSAS CITY DISTRICT OFFICE,3,294400,250240,98133.33,85.0
Colony Bank,Fitzgerald,GA,470,MISSISSIPPI DISTRICT OFFICE,2,294000,249900,147000.0,85.0
Bank of the Flint Hills,Wamego,KS,709,KANSAS CITY DISTRICT OFFICE,1,294000,220500,294000.0,75.0
PCR Small Business Development,Los Angeles,CA,920,SANTA ANA DISTRICT OFFICE,2,293000,249050,146500.0,85.0
Celtic Bank Corporation,Salt Lake City,UT,885,MONTANA DISTRICT OFFICE,2,291500,247775,145750.0,85.0
Midwest BankCentre,Saint Louis,MO,766,NEBRASKA DISTRICT OFFICE,1,291000,218250,291000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,768,ST. LOUIS DISTRICT OFFICE,1,290900,218175,290900.0,75.0
First Bank & Trust,Brookings,SD,761,DES MOINES DISTRICT OFFICE,1,290200,217650,290200.0,75.0
"Wilmington Savings Fund Society, FSB",Wilmington,DE,474,TENNESSEE DISTRICT OFFICE,1,290000,217500,290000.0,75.0
"Wilmington Savings Fund Society, FSB",Wilmington,DE,470,MISSISSIPPI DISTRICT OFFICE,1,290000,217500,290000.0,75.0
Open Bank,Los Angeles,CA,202,NEW YORK DISTRICT OFFICE,1,290000,217500,290000.0,75.0
Five Star Bank,Rancho Cordova,CA,1086,PORTLAND DISTRICT OFFICE,1,290000,217500,290000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,678,LUBBOCK DISTRICT OFFICE,3,290000,246500,96666.67,85.0
United Bank,Atmore,AL,459,ALABAMA DISTRICT OFFICE,1,289600,217200,289600.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,341,DELAWARE DISTRICT OFFICE,3,289400,245990,96466.67,85.0
Upper Peninsula State Bank,Escanaba,MI,515,MICHIGAN DISTRICT OFFICE,1,288600,216450,288600.0,75.0
South Louisiana Bank,Houma,LA,679,LOUISIANA DISTRICT OFFICE,2,288400,144200,144200.0,50.0
Bank Five Nine,Oconomowoc,WI,303,PHILADELPHIA DISTRICT OFFICE,1,288400,216300,288400.0,75.0
Merchants & Marine Bank,Pascagoula,MS,474,TENNESSEE DISTRICT OFFICE,1,286500,214875,286500.0,75.0
Prairie Sun Bank,Milan,MN,876,SOUTH DAKOTA DISTRICT OFFICE,1,285000,213750,285000.0,75.0
Three Rivers FCU,Fort Wayne,IN,562,INDIANA DISTRICT OFFICE,3,285000,142500,95000.0,50.0
Community Bank of Mississippi,Flowood,MS,474,TENNESSEE DISTRICT OFFICE,1,285000,213750,285000.0,75.0
Methuen Co-Operative Bank,Methuen,MA,189,NEW HAMPSHIRE DISTRICT OFFICE,2,284000,223800,142000.0,78.8
First Pacific Bank,Whittier,CA,954,SAN DIEGO DISTRICT OFFICE,1,283300,212475,283300.0,75.0
Central State Bank,Elkader,IA,761,DES MOINES DISTRICT OFFICE,1,283200,212400,283200.0,75.0
Renasant Bank,Tupelo,MS,470,MISSISSIPPI DISTRICT OFFICE,1,282800,212100,282800.0,75.0
Magnifi Financial CU,Melrose,MN,709,KANSAS CITY DISTRICT OFFICE,1,282000,211500,282000.0,75.0
Great Southern Bank,Springfield,MO,761,DES MOINES DISTRICT OFFICE,1,282000,211500,282000.0,75.0
First IC Bank,Doraville,GA,491,NORTH FLORIDA DISTRICT OFFICE,1,281000,210750,281000.0,75.0
"Community Trust Bank, Inc.",Pikeville,KY,304,RICHMOND DISTRICT OFFICE,1,280600,140300,280600.0,50.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,677,EL PASO DISTRICT OFFICE,1,280500,210375,280500.0,75.0
"North Shore Bank, a Co-operative Bank",Peabody,MA,101,MASSACHUSETTS DISTRICT OFFICE,2,280000,190000,140000.0,67.86
The Bank of Houston,Houston,MO,669,ARKANSAS DISTRICT OFFICE,1,280000,210000,280000.0,75.0
First State Bank,Clute,TX,671,HOUSTON DISTRICT OFFICE,1,280000,210000,280000.0,75.0
Atlantic Regional Federal Credit Union,South Portland,ME,172,MAINE DISTRICT OFFICE,5,280000,140000,56000.0,50.0
Southern States Bank,Anniston,AL,459,ALABAMA DISTRICT OFFICE,1,279900,209925,279900.0,75.0
Bryant Bank,Tuscaloosa,AL,459,ALABAMA DISTRICT OFFICE,1,279000,209250,279000.0,75.0
"First Mid Bank & Trust, National Association",Mattoon,IL,768,ST. LOUIS DISTRICT OFFICE,2,278600,236810,139300.0,85.0
Community Banking Company of Fitzgerald,Fitzgerald,GA,405,GEORGIA DISTRICT OFFICE,1,278000,208500,278000.0,75.0
California FarmLink,Aptos,CA,912,SAN FRANCISCO DISTRICT OFFICE,1,277300,207975,277300.0,75.0
CDC Small Business Finance Corporation,San Diego,CA,1013,SEATTLE DISTRICT OFFICE,1,277000,207750,277000.0,75.0
Peoples Bank,Lubbock,TX,681,SAN ANTONIO DISTRICT OFFICE,1,276700,207525,276700.0,75.0
CDC Small Business Finance Corporation,San Diego,CA,951,HAWAII DISTRICT OFFICE,1,276600,207450,276600.0,75.0
CalPrivate Bank,La Jolla,CA,988,ARIZONA DISTRICT OFFICE,1,276200,207150,276200.0,75.0
Shoreham Bank,Warwick,RI,459,ALABAMA DISTRICT OFFICE,1,276000,207000,276000.0,75.0
First Midwest Bank of the Ozarks,Poplar Bluff,MO,768,ST. LOUIS DISTRICT OFFICE,2,275100,166325,137550.0,60.46
West Town Bank & Trust,North Riverside,IL,341,DELAWARE DISTRICT OFFICE,1,275000,206250,275000.0,75.0
Security Savings Bank,Canton,SD,761,DES MOINES DISTRICT OFFICE,1,275000,137500,275000.0,50.0
"Forcht Bank, National Association",Lexington,KY,457,KENTUCKY DISTRICT OFFICE,2,275000,187500,137500.0,68.18
Green Belt Bank & Trust,Iowa Falls,IA,761,DES MOINES DISTRICT OFFICE,1,275000,206250,275000.0,75.0
Marine Bank & Trust Company,Vero Beach,FL,455,SOUTH FLORIDA DISTRICT OFFICE,1,275000,206250,275000.0,75.0
Oak Bank,Fitchburg,WI,563,WISCONSIN DISTRICT OFFICE,1,275000,206250,275000.0,75.0
Centennial Bank,Conway,AR,681,SAN ANTONIO DISTRICT OFFICE,1,275000,206250,275000.0,75.0
Solutions North Bank,Stockton,KS,709,KANSAS CITY DISTRICT OFFICE,1,275000,206250,275000.0,75.0
Five Star Bank,Rancho Cordova,CA,304,RICHMOND DISTRICT OFFICE,1,272000,204000,272000.0,75.0
First Foundation Bank,Irvine,CA,682,NEW MEXICO DISTRICT OFFICE,1,271300,203475,271300.0,75.0
BayCoast Bank,Swansea,MA,165,RHODE ISLAND DISTRICT OFFICE,3,270000,135000,90000.0,50.0
Huron Valley State Bank,Milford,MI,515,MICHIGAN DISTRICT OFFICE,1,270000,202500,270000.0,75.0
Tulsa Economic Development Corporation,Tulsa,OK,680,OKLAHOMA DISTRICT OFFICE,1,270000,202500,270000.0,75.0
California Coastal Certified Development Company,Salinas,CA,914,LOS ANGELES DISTRICT OFFICE,1,270000,202500,270000.0,75.0
The Freedom Bank of Virginia,Fairfax,VA,202,NEW YORK DISTRICT OFFICE,1,270000,202500,270000.0,75.0
Academy Bank National Association,Kansas City,MO,988,ARIZONA DISTRICT OFFICE,1,270000,202500,270000.0,75.0
Magnifi Financial CU,Melrose,MN,988,ARIZONA DISTRICT OFFICE,1,270000,202500,270000.0,75.0
Premier Bank,Youngstown,OH,562,INDIANA DISTRICT OFFICE,2,270000,190000,135000.0,70.37
Burke & Herbert Bank & Trust Company,Alexandria,VA,353,WASHINGTON DISTRICT OFFICE,1,268000,201000,268000.0,75.0
American National Bank of Minnesota,Baxter,MN,508,MINNESOTA DISTRICT OFFICE,2,268000,134000,134000.0,50.0
Southwest Missouri Bank,Carthage,MO,709,KANSAS CITY DISTRICT OFFICE,1,268000,134000,268000.0,50.0
Colony Bank,Fitzgerald,GA,897,WYOMING DISTRICT OFFICE,2,267200,227120,133600.0,85.0
Meadows Bank,Las Vegas,NV,405,GEORGIA DISTRICT OFFICE,1,266000,199500,266000.0,75.0
Small Business Assistance Corporation,Savannah,GA,464,SOUTH CAROLINA DISTRICT OFFICE,1,265600,199200,265600.0,75.0
The First National Bank of Waterloo,Waterloo,IL,507,ILLINOIS DISTRICT OFFICE,1,265500,199125,265500.0,75.0
The Citizens National Bank of Park Rapids,Park Rapids,MN,508,MINNESOTA DISTRICT OFFICE,1,265000,132500,265000.0,50.0
Middlesex Savings Bank,Natick,MA,101,MASSACHUSETTS DISTRICT OFFICE,3,265000,181250,88333.33,68.4
First Bank of the Lake,Osage Beach,MO,470,MISSISSIPPI DISTRICT OFFICE,2,264900,225165,132450.0,85.0
"American Commerce Bank, National Association",Bremen,GA,405,GEORGIA DISTRICT OFFICE,1,264500,198375,264500.0,75.0
The First National Bank of Fort Smith,Fort Smith,AR,680,OKLAHOMA DISTRICT OFFICE,1,263500,197625,263500.0,75.0
"Grow America Fund, Incorporated",New York,NY,954,SAN DIEGO DISTRICT OFFICE,1,263000,197250,263000.0,75.0
Mountain Valley Bank,Walden,CO,811,COLORADO DISTRICT OFFICE,1,262500,131250,262500.0,50.0
The Merchants & Citizens Bank,Mcrae,GA,405,GEORGIA DISTRICT OFFICE,1,262500,196875,262500.0,75.0
County Bank,Brunswick,MO,768,ST. LOUIS DISTRICT OFFICE,2,261300,130650,130650.0,50.0
The Middlefield Banking Company,Middlefield,OH,593,COLUMBUS DISTRICT OFFICE,1,260200,195150,260200.0,75.0
Morton Community Bank,Morton,IL,507,ILLINOIS DISTRICT OFFICE,3,260000,221000,86666.67,85.0
"PNC Bank, National Association",Wilmington,DE,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,10,260000,130000,26000.0,50.0
Jonah Bank of Wyoming,Casper,WY,897,WYOMING DISTRICT OFFICE,2,260000,174750,130000.0,67.21
Availa Bank,Carroll,IA,761,DES MOINES DISTRICT OFFICE,1,260000,195000,260000.0,75.0
TruFund Financial Services Inc,New York,NY,299,NEW JERSEY DISTRICT OFFICE,1,258000,193500,258000.0,75.0
BayFirst National Bank,Saint Petersburg,FL,1084,ALASKA DISTRICT OFFICE,2,257900,219215,128950.0,85.0
Ouachita Valley FCU,West Monroe,LA,679,LOUISIANA DISTRICT OFFICE,1,257400,193050,257400.0,75.0
Consumers National Bank,Minerva,OH,593,COLUMBUS DISTRICT OFFICE,1,256800,192600,256800.0,75.0
PFCU,Portland,MI,515,MICHIGAN DISTRICT OFFICE,2,256000,199200,128000.0,77.81
City National Bank,Los Angeles,CA,761,DES MOINES DISTRICT OFFICE,1,256000,192000,256000.0,75.0
Security Bank of Pulaski County,St. Robert,MO,709,KANSAS CITY DISTRICT OFFICE,1,255500,191625,255500.0,75.0
CTBC Bank Corp. (USA).,Los Angeles,CA,299,NEW JERSEY DISTRICT OFFICE,1,255000,191250,255000.0,75.0
"Guaranty Bank & Trust, National Association",Mount Pleasant,TX,671,HOUSTON DISTRICT OFFICE,1,255000,191250,255000.0,75.0
DreamSpring,Albuquerque,NM,681,SAN ANTONIO DISTRICT OFFICE,2,255000,201500,127500.0,79.02
The Fidelity Bank,Fuquay Varina,NC,474,TENNESSEE DISTRICT OFFICE,1,255000,191250,255000.0,75.0
North Easton Savings Bank,South Easton,MA,101,MASSACHUSETTS DISTRICT OFFICE,3,255000,162500,85000.0,63.73
"Readycap Lending, LLC",Berkeley Heights,NJ,390,WEST VIRGINIA DISTRICT OFFICE,4,254000,215900,63500.0,85.0
River Bank,Stoddard,WI,563,WISCONSIN DISTRICT OFFICE,2,253000,180500,126500.0,71.34
Pioneer Bank,Roswell,NM,682,NEW MEXICO DISTRICT OFFICE,1,252000,126000,252000.0,50.0
HomeTrust Bank,Asheville,NC,549,CLEVELAND DISTRICT OFFICE,1,250500,187875,250500.0,75.0
Centennial Bank,Conway,AR,459,ALABAMA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
First National Bank,Damariscotta,ME,172,MAINE DISTRICT OFFICE,1,250000,125000,250000.0,50.0
City National Bank of Florida,Miami,FL,678,LUBBOCK DISTRICT OFFICE,1,250000,187500,250000.0,75.0
National Institutes of Health FCU,Rockville,MD,304,RICHMOND DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Security Bank & Trust Company,Glencoe,MN,508,MINNESOTA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Synovus Bank,Columbus,GA,474,TENNESSEE DISTRICT OFFICE,1,250000,125000,250000.0,50.0
West Town Bank & Trust,North Riverside,IL,464,SOUTH CAROLINA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
First National Bank & Trust Co,Iron Mountain,MI,515,MICHIGAN DISTRICT OFFICE,1,250000,125000,250000.0,50.0
KeyBank National Association,Cleveland,OH,610,DALLAS / FT WORTH DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Cadence Bank,Tupelo,MS,150,VERMONT DISTRICT OFFICE,2,250000,192500,125000.0,77.0
Granite Bank,Cold Spring,MN,460,NORTH CAROLINA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Merchants Bank of Indiana,Carmel,IN,593,COLUMBUS DISTRICT OFFICE,1,250000,187500,250000.0,75.0
"Associated Bank, National Association",Green Bay,WI,912,SAN FRANCISCO DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Tandem Bank,Tucker,GA,593,COLUMBUS DISTRICT OFFICE,2,250000,212500,125000.0,85.0
American Bank of Commerce,Wolfforth,TX,671,HOUSTON DISTRICT OFFICE,1,250000,187500,250000.0,75.0
West Town Bank & Trust,North Riverside,IL,508,MINNESOTA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Westerly Community CU,Westerly,RI,165,RHODE ISLAND DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Southern States Bank,Anniston,AL,681,SAN ANTONIO DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Silver Lake Bank,Topeka,KS,767,WICHITA DISTRICT OFFICE,1,250000,125000,250000.0,50.0
"Bank of America, National Association",Charlotte,NC,508,MINNESOTA DISTRICT OFFICE,1,250000,125000,250000.0,50.0
"Community Banks of Colorado, A Division of",Greenwood Village,CO,1013,SEATTLE DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Outdoor Bank,Manhattan,KS,767,WICHITA DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Stearns Bank National Association,Saint Cloud,MN,459,ALABAMA DISTRICT OFFICE,2,250000,212500,125000.0,85.0
"United Midwest Savings Bank, National Association",De Graff,OH,951,HAWAII DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Union Bank and Trust Company,Lincoln,NE,988,ARIZONA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Security State Bank,Basin,WY,897,WYOMING DISTRICT OFFICE,1,250000,187500,250000.0,75.0
West Town Bank & Trust,North Riverside,IL,299,NEW JERSEY DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Point Breeze CU,Hunt Valley,MD,373,BALTIMORE DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Genesee Regional Bank,Rochester,NY,248,SYRACUSE DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Magnifi Financial CU,Melrose,MN,883,UTAH DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Peoples Bank & Trust,Pana,IL,405,GEORGIA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
PriorityOne Bank,Magee,MS,470,MISSISSIPPI DISTRICT OFFICE,5,250000,212500,50000.0,85.0
Springs Valley Bank & Trust Company,French Lick,IN,562,INDIANA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
"TD Bank, National Association",Wilmington,DE,681,SAN ANTONIO DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Hanover Community Bank,Mineola,NY,593,COLUMBUS DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Peoples Bank,Munster,IN,507,ILLINOIS DISTRICT OFFICE,1,250000,187500,250000.0,75.0
First State Bank and Trust,Bayport,MN,508,MINNESOTA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Dedham Institution for Savings,Dedham,MA,101,MASSACHUSETTS DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Community Bank & Trust-West Georgia,Lagrange,GA,678,LUBBOCK DISTRICT OFFICE,1,250000,187500,250000.0,75.0
First Savings Bank,Jeffersonville,IN,1086,PORTLAND DISTRICT OFFICE,1,250000,187500,250000.0,75.0
R Bank,Round Rock,TX,681,SAN ANTONIO DISTRICT OFFICE,1,250000,187500,250000.0,75.0
"Profinium, Inc.",Truman,MN,508,MINNESOTA DISTRICT OFFICE,1,250000,125000,250000.0,50.0
Truist Bank,Charlotte,NC,474,TENNESSEE DISTRICT OFFICE,2,250000,125000,125000.0,50.0
Colony Bank,Fitzgerald,GA,165,RHODE ISLAND DISTRICT OFFICE,2,250000,177500,125000.0,71.0
Five Star Bank,Rancho Cordova,CA,296,BUFFALO DISTRICT OFFICE,1,250000,187500,250000.0,75.0
Platinum Bank,Oakdale,MN,563,WISCONSIN DISTRICT OFFICE,1,250000,125000,250000.0,50.0
West Central Development Corporation,Perrysburg,OH,562,INDIANA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
"Connecticut Community Bank, National Association",Norwalk,CT,680,OKLAHOMA DISTRICT OFFICE,1,250000,187500,250000.0,75.0
